consumer_id,name,date_of_complaint,region,complaint,Department
8918,Jonathan Henry,2024-07-14,Margaretfurt,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
8412,William Lewis,2023-12-10,Jimenezfort,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
4797,Angela White,2024-03-04,South Christopherport,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
2625,Kelly Freeman,2024-07-28,Elizabethview,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
2968,Jennifer Clark,2024-07-11,Georgeville,"I am unable to access my account online, and need assistance with that.",Customer Support
6389,Tina Navarro,2024-05-15,Jamesstad,"I am unable to access my account online, and need assistance with that.",Customer Support
9776,Tiffany Carpenter,2024-01-19,Brownmouth,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
8511,Mr. Justin Hancock,2024-03-09,Matthewburgh,"I am unable to access my account online, and need assistance with that.",Customer Support
2905,Sandra Mathis,2024-11-08,New Jaime,"I am unable to access my account online, and need assistance with that.",Customer Support
5348,Angela Scott,2024-11-19,Donnamouth,"I am unable to access my account online, and need assistance with that.",Customer Support
6610,Charlene Galloway,2024-03-11,Lake Christopher,"I am unable to access my account online, and need assistance with that.",Customer Support
5780,Luke Fischer,2024-07-08,Joseville,"I am unable to access my account online, and need assistance with that.",Customer Support
4435,Zachary Bright,2024-04-05,New Justin,"I am unable to access my account online, and need assistance with that.",Customer Support
2659,Joseph Torres,2024-10-28,Lake Elizabeth,"I am unable to access my account online, and need assistance with that.",Customer Support
7792,Jennifer Sullivan,2024-09-20,South Peggy,"The customer service was unhelpful, and I am dissatisfied with the resolution.",Customer Support
3374,Kyle Dawson,2024-02-26,South Kristi,"I am unable to access my account online, and need assistance with that.",Customer Support
