consumer_id,name,date_of_complaint,region,complaint,Department
5404,Patricia Walker,2024-11-25,North Alexview,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
6599,Paul Swanson,2024-02-17,Taylorstad,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9029,Craig Middleton,2024-06-07,South Mariah,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9552,Nicholas Coleman,2024-05-20,Port Lisa,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
5533,Valerie Marshall,2024-05-23,Loriview,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
3390,Heather James,2024-09-04,Mitchellview,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
8745,Amy Kane,2024-05-12,South David,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
2355,Aaron Guzman,2024-02-23,Port John,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
1316,Edward Hamilton,2024-08-01,Sarahtown,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
6697,Ryan Johnson,2024-06-01,Lake Amandaport,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
1896,Jerry Carson,2023-12-24,South Stephanie,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
3964,Matthew Schmidt,2024-10-07,South Kenneth,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
2954,Amanda Heath,2024-04-13,New Paula,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
7152,Misty Thomas,2024-09-28,South Karen,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
1475,Jesse Brown,2024-02-24,Port Sandy,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9895,Robert Barton,2024-01-11,Garciabury,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
4726,Sandra Ellison,2024-07-06,Gonzalesborough,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9733,Susan Dunlap,2023-12-08,Richardsborough,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
8664,Kevin Peters,2024-08-19,Duffyfort,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
3264,Crystal Singh,2024-05-25,East Kevinfurt,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
6641,Elizabeth Doyle,2024-07-18,Dominiquebury,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
5935,Grace Johnson DDS,2024-01-03,Port Virginiafurt,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9272,Daniel Russell,2024-01-28,Lisaberg,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
4783,Renee Berry,2024-06-22,Ramostown,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
9662,Dale Evans,2024-03-02,Patrickchester,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
2705,Felicia Sanchez,2024-11-08,Wigginsville,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
8432,Ashley Smith,2024-01-05,North Keith,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
8861,Diane Rios,2024-10-04,North Brad,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
5078,Colleen Summers,2024-10-17,Andrewview,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
3224,Michele Jackson,2024-03-21,Johnfort,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
4923,Angela Lewis,2024-08-13,Larryfort,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
1304,Michael Bradford,2024-08-01,Raymondmouth,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
5229,Debra Daniels,2024-05-23,Port Elizabeth,"The quality of the product was poor, and I would like to file a complaint.",Customer Support Department
