consumer_id,name,date_of_complaint,region,complaint,Department
4518,Brandy Diaz,2024-04-15,East Angela,"I was charged extra for shipping, but the item was delivered late.",General Department
1731,Mark Sanchez,2024-11-09,West Jenniferland,"I was charged extra for shipping, but the item was delivered late.",General Department
1820,Paul Delgado,2024-01-03,Delgadostad,"I was charged extra for shipping, but the item was delivered late.",General Department
4425,Kelsey Henderson,2024-01-28,Carrollton,"The product description was misleading, and I want to return it.",General Department
5223,Terri Ryan,2024-08-05,New Sallyland,"The product description was misleading, and I want to return it.",General Department
5949,Ronald Buck,2024-04-20,Port Shawnside,"The product description was misleading, and I want to return it.",General Department
9309,James Greene,2024-11-04,West Williamland,"The product description was misleading, and I want to return it.",General Department
2253,Jonathan Alvarez,2024-05-26,Port Audreyfort,"The product description was misleading, and I want to return it.",General Department
9019,Jasmine Rosales,2024-02-03,North Josemouth,"I was charged extra for shipping, but the item was delivered late.",General Department
7977,Stephanie Wagner,2024-11-23,New Latashaton,"The product description was misleading, and I want to return it.",General Department
2749,Monica Thomas,2024-04-19,Scottville,"I was charged extra for shipping, but the item was delivered late.",General Department
4573,Cheryl Ashley,2024-10-23,Savagefort,"The product description was misleading, and I want to return it.",General Department
6746,Cindy Allen,2024-07-25,Lake Danielle,"I was charged extra for shipping, but the item was delivered late.",General Department
2821,Stephen Cole,2024-06-01,Lake Richardberg,"The product description was misleading, and I want to return it.",General Department
4314,Megan Jackson,2024-11-11,Davidport,"I was charged extra for shipping, but the item was delivered late.",General Department
3487,Kathy Banks,2023-11-27,New John,"I was charged extra for shipping, but the item was delivered late.",General Department
6804,Joseph Meyer,2024-02-16,Diazburgh,"I was charged extra for shipping, but the item was delivered late.",General Department
5578,Manuel Foster,2024-09-03,Sheltonfurt,"I was charged extra for shipping, but the item was delivered late.",General Department
3909,Pamela Potts,2024-10-30,Annhaven,"The product description was misleading, and I want to return it.",General Department
9715,Eugene Marsh,2024-03-15,West Jonathanchester,"The product description was misleading, and I want to return it.",General Department
8395,Shannon Kim,2024-05-14,Matthewstad,"I was charged extra for shipping, but the item was delivered late.",General Department
1292,Angela Smith,2024-07-08,Danielberg,"The product description was misleading, and I want to return it.",General Department
5101,David Roberts,2024-06-18,South Crystal,"The product description was misleading, and I want to return it.",General Department
9529,William Pacheco,2024-10-02,New Daniel,"The product description was misleading, and I want to return it.",General Department
5758,John Singleton,2024-04-13,Port Mark,"I was charged extra for shipping, but the item was delivered late.",General Department
9193,Steven Harris,2024-11-03,Port Susanborough,"The product description was misleading, and I want to return it.",General Department
3514,Michelle Schroeder,2024-10-18,Castillochester,"The product description was misleading, and I want to return it.",General Department
7894,Rachel Gross,2024-10-14,Richardbury,"I was charged extra for shipping, but the item was delivered late.",General Department
1044,Leonard Brown,2024-10-18,New Joseph,"I was charged extra for shipping, but the item was delivered late.",General Department
1318,Angel Merritt,2024-04-16,West Kristenborough,"I was charged extra for shipping, but the item was delivered late.",General Department
4157,Ryan Merritt,2024-10-02,Cliffordton,"I was charged extra for shipping, but the item was delivered late.",General Department
7478,Dr. Kristin Thompson MD,2023-12-03,North Nancymouth,"The product description was misleading, and I want to return it.",General Department
2349,Derek Castro,2024-05-23,Bakerbury,"I was charged extra for shipping, but the item was delivered late.",General Department
1858,Dana Johnson,2023-12-30,North Christian,"I was charged extra for shipping, but the item was delivered late.",General Department
8882,Ashley Roberts,2024-05-14,Jillfort,"I was charged extra for shipping, but the item was delivered late.",General Department
5045,Teresa Duncan,2024-02-09,Beckburgh,"I was charged extra for shipping, but the item was delivered late.",General Department
6805,Wendy Mendoza,2024-10-11,North Saramouth,"I was charged extra for shipping, but the item was delivered late.",General Department
8863,Brandon Brown,2024-09-09,Danielmouth,"I was charged extra for shipping, but the item was delivered late.",General Department
7094,Jennifer Gregory,2024-09-19,Scottberg,"The product description was misleading, and I want to return it.",General Department
1987,Tiffany Lane,2024-10-14,Justinport,"The product description was misleading, and I want to return it.",General Department
1204,Amber Carr,2024-06-09,Port Cheyenne,"The product description was misleading, and I want to return it.",General Department
8763,Marisa Stewart,2024-03-25,Reedtown,"The product description was misleading, and I want to return it.",General Department
9496,Jenna Boyle,2023-12-31,North Dennisport,"I was charged extra for shipping, but the item was delivered late.",General Department
6991,Kerry Dickerson,2024-01-29,South Brittany,"The product description was misleading, and I want to return it.",General Department
3525,Todd Lopez,2024-01-26,New Daniellefort,"I was charged extra for shipping, but the item was delivered late.",General Department
6495,Lucas Larson Jr.,2024-06-21,Port Monicaside,"I was charged extra for shipping, but the item was delivered late.",General Department
2725,Nathan Rodriguez,2024-06-05,East Joseph,"I was charged extra for shipping, but the item was delivered late.",General Department
7441,Todd Acevedo,2024-04-27,Donaldton,"The product description was misleading, and I want to return it.",General Department
6503,Tracey Castro,2024-10-01,Lake Matthewchester,"The product description was misleading, and I want to return it.",General Department
1087,Loretta Wang,2024-07-03,East Yvonne,"I was charged extra for shipping, but the item was delivered late.",General Department
3774,Laura Perez,2024-06-05,South Michelleview,"The product description was misleading, and I want to return it.",General Department
9836,Lucas Smith,2024-01-06,Michelleborough,"The product description was misleading, and I want to return it.",General Department
8154,Adam Dalton,2023-12-19,New Julieton,"The product description was misleading, and I want to return it.",General Department
5367,John Valenzuela,2024-02-03,North Timothy,"I was charged extra for shipping, but the item was delivered late.",General Department
8573,Brenda Morales,2023-11-28,South Garyborough,"I was charged extra for shipping, but the item was delivered late.",General Department
5075,Heather Gonzalez,2023-12-21,Jonathanburgh,"The product description was misleading, and I want to return it.",General Department
1851,William Meyers,2024-04-23,South Josephbury,"I was charged extra for shipping, but the item was delivered late.",General Department
8287,Jordan Pineda,2024-01-16,Mitchellton,"I was charged extra for shipping, but the item was delivered late.",General Department
7729,Mark Brown,2024-06-25,Cardenasview,"The product description was misleading, and I want to return it.",General Department
2300,Kenneth Clay,2024-09-23,West Markborough,"The product description was misleading, and I want to return it.",General Department
8088,Tracey Hopkins,2024-11-24,Romanshire,"The product description was misleading, and I want to return it.",General Department
9402,Michael Davidson,2024-04-25,Parsonsshire,"The product description was misleading, and I want to return it.",General Department
7862,Theresa Kaufman,2024-08-12,Williamsside,"I was charged extra for shipping, but the item was delivered late.",General Department
1802,Jessica Middleton,2024-04-12,Taylorburgh,"I was charged extra for shipping, but the item was delivered late.",General Department
5768,Lisa Wilson,2024-04-04,Shepherdstad,"The product description was misleading, and I want to return it.",General Department
2717,Michael Ruiz,2024-10-24,Gomeztown,"The product description was misleading, and I want to return it.",General Department
8753,Katrina Thomas,2024-04-15,Jamesport,"I was charged extra for shipping, but the item was delivered late.",General Department
1132,Jonathan Smith,2024-10-30,Melissafort,"I was charged extra for shipping, but the item was delivered late.",General Department
9748,Benjamin Gilmore,2024-10-16,Briggsshire,"The product description was misleading, and I want to return it.",General Department
2696,April Murphy,2024-06-08,Ayalamouth,"I was charged extra for shipping, but the item was delivered late.",General Department
6008,Timothy Leach,2024-03-22,Batesview,"I was charged extra for shipping, but the item was delivered late.",General Department
7421,Amber Nelson,2024-03-17,Lake Brittanyview,"The product description was misleading, and I want to return it.",General Department
9445,Ronald Moreno,2024-06-13,Parsonsfort,"I was charged extra for shipping, but the item was delivered late.",General Department
8234,Lydia Scott,2024-06-16,Samuelland,"I was charged extra for shipping, but the item was delivered late.",General Department
5382,Daniel Schultz,2024-05-28,Allenside,"I was charged extra for shipping, but the item was delivered late.",General Department
3985,Jennifer Neal,2024-11-18,Gabrielleburgh,"The product description was misleading, and I want to return it.",General Department
4516,Megan Davis,2024-04-10,Benjaminfort,"I was charged extra for shipping, but the item was delivered late.",General Department
6525,Jeffrey Estrada,2024-02-17,Benjamintown,"I was charged extra for shipping, but the item was delivered late.",General Department
3572,Donald Lopez,2024-07-10,Lake Maria,"The product description was misleading, and I want to return it.",General Department
2400,Holly Lee,2024-07-30,Torresmouth,"I was charged extra for shipping, but the item was delivered late.",General Department
8719,Kim Davis,2024-08-28,Kevinton,"The product description was misleading, and I want to return it.",General Department
2690,Jasmin Smith,2024-01-17,Nelsonborough,"The product description was misleading, and I want to return it.",General Department
5931,Nicole Williams,2024-05-30,Port Patrickside,"I was charged extra for shipping, but the item was delivered late.",General Department
2608,Sharon Thompson,2024-03-16,Eileenhaven,"I was charged extra for shipping, but the item was delivered late.",General Department
4917,Katelyn Nelson,2024-08-24,Tracistad,"I was charged extra for shipping, but the item was delivered late.",General Department
8891,Lisa Johnson,2024-10-11,Angelaburgh,"The product description was misleading, and I want to return it.",General Department
4033,Daniel Thompson,2024-05-04,New Manuelhaven,"I was charged extra for shipping, but the item was delivered late.",General Department
1720,Ashley Campbell,2024-10-19,Johnsonborough,"I was charged extra for shipping, but the item was delivered late.",General Department
6266,Lindsey Bridges,2023-11-29,West Barryport,"The product description was misleading, and I want to return it.",General Department
1604,Robert Swanson,2024-09-02,Smithhaven,"I was charged extra for shipping, but the item was delivered late.",General Department
2739,Kelly Bird,2024-01-28,Port Amyton,"The product description was misleading, and I want to return it.",General Department
3550,Joseph Chaney,2024-10-22,Davidstad,"The product description was misleading, and I want to return it.",General Department
