consumer_id,name,date_of_complaint,region,complaint,Department
7992,Sherri Williams,2024-08-08,Lindabury,The product didn't match the description on the website.,IT Department
8282,Ashley Forbes,2024-04-09,Robinsonport,The product didn't match the description on the website.,IT Department
1347,Philip Cruz,2023-11-26,Heatherland,"The delivery time was not met, and I am unhappy with the service.",IT Department
1240,Melanie Silva,2024-01-07,Patricialand,The product didn't match the description on the website.,IT Department
4779,Jonathan Barry,2023-12-02,Port Amberport,The product didn't match the description on the website.,IT Department
4311,Alexander Stevenson,2024-04-07,New Jacob,The product didn't match the description on the website.,IT Department
8502,Benjamin Rivera,2024-08-14,Millerton,The product didn't match the description on the website.,IT Department
9440,Leslie Barton,2023-11-27,West Robertfurt,The product didn't match the description on the website.,IT Department
1815,Christian Hayes,2024-04-15,Port Jessicaside,"The delivery time was not met, and I am unhappy with the service.",IT Department
1928,Tiffany Greer,2024-07-20,Danielfort,"The delivery time was not met, and I am unhappy with the service.",IT Department
9474,Christian Shaw,2024-06-28,South Shannonmouth,The product didn't match the description on the website.,IT Department
7643,Erika Wade,2024-02-16,Port Johnfort,"The delivery time was not met, and I am unhappy with the service.",IT Department
7368,Jason Ford PhD,2024-07-14,East Jonathan,The product didn't match the description on the website.,IT Department
7010,Timothy Baker,2024-06-15,Meaganville,The product didn't match the description on the website.,IT Department
3266,Johnny Clark,2024-03-23,West Daniellebury,The product didn't match the description on the website.,IT Department
6756,Andrew Duran,2024-09-20,Sandrashire,"The delivery time was not met, and I am unhappy with the service.",IT Department
7520,Vanessa Turner,2024-03-21,Port Tracey,The product didn't match the description on the website.,IT Department
4441,Jessica Alexander,2024-10-08,Port Luis,"The delivery time was not met, and I am unhappy with the service.",IT Department
3818,Daniel Douglas,2024-06-08,Kimberlyton,"The delivery time was not met, and I am unhappy with the service.",IT Department
9003,Renee Parrish,2024-02-09,Torresshire,The product didn't match the description on the website.,IT Department
4290,John Hampton,2024-10-25,Johnsonside,"The delivery time was not met, and I am unhappy with the service.",IT Department
6204,Matthew Small,2024-02-12,Lake Lisaview,"The delivery time was not met, and I am unhappy with the service.",IT Department
8360,Paul Atkins,2024-06-29,Patriciaside,"The delivery time was not met, and I am unhappy with the service.",IT Department
5129,Mary Pitts,2024-03-10,Hodgestad,The product didn't match the description on the website.,IT Department
6315,Gregory Lee,2024-11-10,West Brandonland,The product didn't match the description on the website.,IT Department
8176,Charles Scott,2024-06-20,New Davidland,"The delivery time was not met, and I am unhappy with the service.",IT Department
3635,Vincent Carroll,2024-02-12,Port Amy,The product didn't match the description on the website.,IT Department
5611,Janet Barnes,2024-10-29,West Michael,"The delivery time was not met, and I am unhappy with the service.",IT Department
1639,Jessica Solis,2024-06-30,Dodsonchester,The product didn't match the description on the website.,IT Department
7405,Lisa Ward,2024-01-21,Simmonsshire,"The delivery time was not met, and I am unhappy with the service.",IT Department
1222,Christopher Tate,2024-02-10,Jamesburgh,"The delivery time was not met, and I am unhappy with the service.",IT Department
9917,Phillip Mcbride,2023-12-06,South Kyleville,"The delivery time was not met, and I am unhappy with the service.",IT Department
2884,Tina Williams,2024-05-13,Smithville,"The delivery time was not met, and I am unhappy with the service.",IT Department
8834,Angela Allison,2024-09-17,Aprilfort,The product didn't match the description on the website.,IT Department
9804,Jeremy Martinez,2024-03-04,Barryton,"The delivery time was not met, and I am unhappy with the service.",IT Department
5612,Mr. Timothy Rodriguez MD,2024-08-24,Carolynbury,The product didn't match the description on the website.,IT Department
9086,Johnathan Garcia,2024-09-11,Scottberg,The product didn't match the description on the website.,IT Department
9712,Debra Olson,2024-05-03,Brewerstad,The product didn't match the description on the website.,IT Department
5376,Joseph Warner,2024-11-02,West Jamesland,"The delivery time was not met, and I am unhappy with the service.",IT Department
5044,Joseph Cochran,2024-06-15,North Anthonyberg,"The delivery time was not met, and I am unhappy with the service.",IT Department
7721,Adam Blair,2024-05-31,Lake Jonathanhaven,The product didn't match the description on the website.,IT Department
6239,James Mack,2024-10-27,Myersport,"The delivery time was not met, and I am unhappy with the service.",IT Department
2721,Paul Nguyen,2024-07-15,Harringtonborough,"The delivery time was not met, and I am unhappy with the service.",IT Department
2702,Carla Dougherty,2023-12-17,South Maryside,"The delivery time was not met, and I am unhappy with the service.",IT Department
1645,Noah Lawson,2024-04-06,West Deborah,"The delivery time was not met, and I am unhappy with the service.",IT Department
1779,Erica Miller,2024-02-17,Montgomeryhaven,The product didn't match the description on the website.,IT Department
7135,Amanda Burns,2024-06-07,Harrisonville,The product didn't match the description on the website.,IT Department
4537,Philip Patterson,2024-05-16,North Dominiquehaven,"The delivery time was not met, and I am unhappy with the service.",IT Department
8982,Jonathon Foster,2024-07-08,Alexanderfort,The product didn't match the description on the website.,IT Department
5915,Jessica Baker,2024-01-01,South Benjamin,The product didn't match the description on the website.,IT Department
1486,Scott Ballard,2024-08-23,West Joseberg,The product didn't match the description on the website.,IT Department
3583,Terry Ramos,2024-10-06,Johnberg,The product didn't match the description on the website.,IT Department
5022,Emma Robertson,2024-05-21,Lake Bonnieville,"The delivery time was not met, and I am unhappy with the service.",IT Department
7298,Amy Martin,2024-11-05,Michaelmouth,The product didn't match the description on the website.,IT Department
7210,Mike Everett,2024-09-14,New Edward,"The delivery time was not met, and I am unhappy with the service.",IT Department
1658,Jesse Noble,2023-11-28,Port Dianeshire,The product didn't match the description on the website.,IT Department
7345,Christian George,2024-04-01,Markfort,The product didn't match the description on the website.,IT Department
7559,Maureen Hawkins,2024-04-08,Scottside,"The delivery time was not met, and I am unhappy with the service.",IT Department
7009,Mikayla Cabrera,2024-08-14,Carrollberg,"The delivery time was not met, and I am unhappy with the service.",IT Department
2477,John Hampton,2024-03-26,Laurenfort,"The delivery time was not met, and I am unhappy with the service.",IT Department
5323,John Williams,2024-07-18,Waltonberg,The product didn't match the description on the website.,IT Department
4187,Carol Jones,2024-06-04,Robinmouth,"The delivery time was not met, and I am unhappy with the service.",IT Department
3506,Karen Adams,2024-09-19,Lake Diamondport,"The delivery time was not met, and I am unhappy with the service.",IT Department
9033,Jennifer Esparza,2024-03-02,Mataton,The product didn't match the description on the website.,IT Department
2231,Tonya Garcia,2024-11-04,Michaelville,"The delivery time was not met, and I am unhappy with the service.",IT Department
6279,Andrew Evans,2024-08-20,Stevenshaven,The product didn't match the description on the website.,IT Department
3601,Mary Evans,2024-11-17,West Jenniferview,"The delivery time was not met, and I am unhappy with the service.",IT Department
4295,Stephanie Ferguson,2024-07-17,South Michaelport,"The delivery time was not met, and I am unhappy with the service.",IT Department
8278,Jordan Lopez,2024-11-16,Hayesberg,"The delivery time was not met, and I am unhappy with the service.",IT Department
7041,Andrew Vaughn,2024-05-15,North Stacyshire,"The delivery time was not met, and I am unhappy with the service.",IT Department
8317,Patricia Estrada,2023-12-20,Turnertown,"The delivery time was not met, and I am unhappy with the service.",IT Department
1629,Daniel Black,2024-11-09,Westmouth,"The delivery time was not met, and I am unhappy with the service.",IT Department
7074,Keith Brown,2024-08-10,Wilsonland,The product didn't match the description on the website.,IT Department
6959,Joseph Ayers,2024-08-11,Amyview,The product didn't match the description on the website.,IT Department
2279,Brian Valdez,2024-07-08,Kimberlyshire,The product didn't match the description on the website.,IT Department
5279,Karen Davis,2024-02-16,Shannonport,The product didn't match the description on the website.,IT Department
7693,Robyn Wilson,2024-10-24,South Matthewmouth,The product didn't match the description on the website.,IT Department
